Region,City,Master Group,Master Category,Cost Price [INR],Net Number,Bill Number,Gross Sales Value (GSV) [INR],Net Sales Value [INR],Gross Profit [INR],Gross Profit Margin [%],Net Receivables [INR],Transaction Number,Sale Type,Sale Date,Customer ID,Group,Sub Category,Gender,Theme,Net Weight,Gross Weight,Quantity,Diamond Weight (CWT),Serial Number
East,DELHI,Antique,Rings,2072825.42,259,BB10368,2281294.89,2200979.81,80315.08,3.52,11016,NS001-385356181-679,Online,14-03-2025,C10368,Chains,bold,Female,TRADITIONAL,24.9,26.41,2,1.63,A387601
Central,BANGALORE,Plain,Rings,1569639.98,367,BB10369,2001097.05,1957197.27,43899.78,2.19,18095,NS001-317922147-495,Online,04-03-2025,C10369,Bracelets,abc,Female,IND-GOLD,45.28,46.85,2,2.34,A700058
East,DELHI,Plain,Chains,1009571.13,482,BB10370,1234588.65,1210825.07,23763.58,1.92,17811,NS001-985949787-224,Store,16-03-2025,C10370,Chains,xyz,Male,MODERN,33.11,34.58,2,1.56,A902642
North,BANGALORE,CZ,Rings,1926686.76,387,BB10371,2151438.62,2110783.17,40655.45,1.89,17648,NS001-939178871-649,Online,19-04-2025,C10371,Bangles,abc,Male,IND-GOLD,19.42,20.21,3,0.62,A950074
South,DELHI,CZ,Bracelets,1209851.28,259,BB10372,1542968.49,1495751.35,47217.14,3.06,18356,NS001-797493750-140,Online,13-04-2025,C10372,Chains,xyz,Male,TRADITIONAL,21.38,22.89,1,2.22,A337479
East,DELHI,CZ,Rings,2237978.26,107,BB10373,2733914.91,2661511.74,72403.17,2.65,17595,NS001-951343428-933,Store,14-04-2025,C10373,Chains,classic,Male,IND-GOLD,16.58,17.97,1,1.83,A364868
East,MUMBAI,KDM,Chains,1899305.38,129,BB10374,2436017.01,2392057.74,43959.27,1.8,14988,NS001-570871328-651,Store,08-04-2025,C10374,Bangles,classic,Male,TRADITIONAL,31.75,32.98,3,0.43,A976609
West,BANGALORE,Antique,Chains,1865345,318,BB10375,2092561.74,2060567.26,31994.48,1.53,18805,NS001-447799084-730,Store,18-04-2025,C10375,Bangles,bold,Male,IND-GOLD,25.81,26.44,1,0.25,A401684
West,MUMBAI,CZ,Bracelets,1339560.3,152,BB10376,1498821.12,1424127.47,74693.65,4.98,19951,NS001-102717022-468,Store,26-03-2025,C10376,Bracelets,classic,Male,PCJ-PLAIN,48.34,49.67,3,1.65,A461509
South,CHENNAI,Plain,Chains,2348501.86,242,BB10377,3014396.18,2938097.66,76298.52,2.53,17944,NS001-620480913-743,Store,21-04-2025,C10377,Chains,abc,Female,TRADITIONAL,40.46,41.67,3,0.71,A724121
Central,CHENNAI,KDM,Rings,1085078.82,467,BB10378,1257786.34,1224251.16,33535.18,2.67,18069,NS001-829768975-857,Store,03-03-2025,C10378,Chains,xyz,Male,PCJ-PLAIN,18.75,19.35,3,0.58,A726067
Central,CHENNAI,CZ,Bangles,1235848.29,123,BB10379,1434888.01,1383239.71,51648.3,3.6,19984,NS001-622083756-159,Online,04-04-2025,C10379,Rings,classic,Female,MODERN,26.11,27.87,3,0.72,A451360
Central,HYDERABAD,KDM,Bracelets,2491876.54,138,BB10380,3004517.44,2866851.58,137665.86,4.58,13333,NS001-509987209-710,Online,03-04-2025,C10380,Rings,abc,Male,TRADITIONAL,35.15,35.68,3,0.34,A947712
East,BANGALORE,Antique,Bangles,1563239.24,492,BB10381,1808120.36,1783082.29,25038.07,1.38,16261,NS001-516146748-940,Online,06-04-2025,C10381,Rings,bold,Female,TRADITIONAL,30.84,32.77,3,2.12,A933383
East,DELHI,Antique,Chains,2060608.51,489,BB10382,2362666.28,2248150.11,114516.17,4.85,18935,NS001-904366461-364,Store,07-03-2025,C10382,Rings,abc,Male,MODERN,17.52,18.74,3,0.9,A494924
South,MUMBAI,CZ,Rings,2131291.04,168,BB10383,2682299.44,2643096.53,39202.91,1.46,17362,NS001-400401042-328,Store,10-04-2025,C10383,Chains,bold,Female,TRADITIONAL,23.89,25.1,2,1.59,A876305
North,CHENNAI,Plain,Bracelets,1877885.04,263,BB10384,2123382.62,2073746.05,49636.57,2.34,12321,NS001-354578404-686,Store,17-03-2025,C10384,Bangles,abc,Female,PCJ-PLAIN,34.73,35.62,1,0.62,A662730
South,DELHI,Plain,Rings,1934466.59,178,BB10385,2371569.5,2302806.9,68762.6,2.9,19557,NS001-235808293-834,Store,31-03-2025,C10385,Bracelets,classic,Female,PCJ-PLAIN,19.21,19.75,2,1.95,A455338
South,MUMBAI,Plain,Rings,1828914.78,106,BB10386,2344313.81,2253655.16,90658.65,3.87,19872,NS001-989088972-393,Online,23-04-2025,C10386,Chains,classic,Female,PCJ-PLAIN,48.89,49.74,3,1.55,A230264
Central,BANGALORE,Plain,Chains,1867096.74,473,BB10387,2078038.97,1991507.29,86531.68,4.16,16983,NS001-822931363-831,Store,23-03-2025,C10387,Bangles,bold,Male,MODERN,21.25,22.59,2,1.36,A652221
East,BANGALORE,CZ,Chains,1971248.36,381,BB10388,2354258.78,2264749.78,89509,3.8,17212,NS001-748455713-835,Store,08-04-2025,C10388,Chains,bold,Female,MODERN,29.68,30.84,3,1.47,A378278
Central,HYDERABAD,CZ,Rings,1667311.46,317,BB10389,2147285.69,2060503.15,86782.54,4.04,10580,NS001-210957817-737,Online,08-03-2025,C10389,Bracelets,bold,Female,PCJ-PLAIN,48.93,50.83,3,1.89,A550696
West,CHENNAI,KDM,Bangles,1578704.84,482,BB10390,1891179.29,1802757.2,88422.09,4.68,12544,NS001-796376026-600,Online,14-03-2025,C10390,Chains,classic,Male,MODERN,24.96,25.8,1,0.45,A855514
West,MUMBAI,Plain,Bracelets,2369896.9,102,BB10391,2789121.42,2722894.96,66226.46,2.37,19290,NS001-490407790-535,Online,14-03-2025,C10391,Bangles,classic,Male,IND-GOLD,19.54,20.77,1,0.46,A695331
Central,CHENNAI,KDM,Bangles,2444411.15,331,BB10392,3173207.25,3094748.66,78458.59,2.47,16851,NS001-184537664-449,Online,01-04-2025,C10392,Bangles,bold,Male,IND-GOLD,19.62,20.56,1,0.36,A367817
West,BANGALORE,Antique,Rings,1181003.05,131,BB10393,1357692.14,1325053.67,32638.47,2.4,14643,NS001-814644831-805,Online,24-03-2025,C10393,Bangles,classic,Female,MODERN,16.08,16.85,2,1.41,A252100
South,CHENNAI,KDM,Rings,2313204.48,446,BB10394,2680295.89,2560846.51,119449.38,4.46,17674,NS001-501497941-363,Store,20-03-2025,C10394,Chains,bold,Female,MODERN,30.7,31.7,1,0.65,A251988
South,CHENNAI,Antique,Bangles,2213525.68,305,BB10395,2808974.01,2753599.79,55374.22,1.97,13886,NS001-870560961-435,Online,12-04-2025,C10395,Bracelets,bold,Female,TRADITIONAL,37.16,38.23,2,0.59,A588456
West,MUMBAI,CZ,Rings,1019301.87,337,BB10396,1311882.94,1247433.59,64449.35,4.91,12618,NS001-231802815-966,Store,01-04-2025,C10396,Bracelets,xyz,Female,IND-GOLD,22.06,23.44,1,0.53,A445552
South,DELHI,Plain,Bracelets,1762557.24,109,BB10397,2077440.11,2051498.4,25941.71,1.25,18764,NS001-812253280-204,Store,10-03-2025,C10397,Chains,abc,Male,PCJ-PLAIN,13.74,14.41,2,1.88,A897675
Central,MUMBAI,Plain,Bangles,1334586.24,410,BB10398,1597527.38,1566092.48,31434.9,1.97,12195,NS001-912791440-430,Online,16-03-2025,C10398,Bangles,bold,Female,MODERN,22.09,22.88,3,0.62,A485687
North,DELHI,Plain,Bangles,1511415.88,412,BB10399,1887018.98,1831446.37,55572.61,2.94,19696,NS001-244951047-517,Online,02-03-2025,C10399,Chains,classic,Male,IND-GOLD,45.94,46.56,3,0.99,A707898
East,BANGALORE,KDM,Rings,2075112.02,182,BB10400,2659207.87,2609978.56,49229.31,1.85,12498,NS001-771749562-286,Online,26-03-2025,C10400,Chains,bold,Male,PCJ-PLAIN,36.39,37.92,3,1.02,A693185
Central,BANGALORE,Antique,Bracelets,1048864.72,485,BB10401,1178302.54,1135004.08,43298.46,3.67,14226,NS001-580982108-862,Online,24-03-2025,C10401,Rings,bold,Female,MODERN,48.41,49.81,2,2.06,A317633
Central,HYDERABAD,Plain,Bracelets,1117880.74,473,BB10402,1390544.24,1353915.06,36629.18,2.63,10189,NS001-647816598-833,Online,25-03-2025,C10402,Rings,xyz,Female,TRADITIONAL,36.35,36.85,1,2.41,A730361
Central,DELHI,Antique,Bracelets,2233521.56,386,BB10403,2895886.93,2753758.47,142128.46,4.91,10678,NS001-968921118-379,Online,29-04-2025,C10403,Bangles,bold,Female,PCJ-PLAIN,27.51,28.68,2,1.3,A583564
South,CHENNAI,CZ,Chains,1170549.54,270,BB10404,1440119.89,1389346.09,50773.8,3.53,16435,NS001-671032916-679,Online,11-04-2025,C10404,Bracelets,classic,Male,PCJ-PLAIN,32.92,34.02,1,1.1,A315447
Central,CHENNAI,Plain,Chains,1204362.97,487,BB10405,1426032.59,1399259.42,26773.17,1.88,13350,NS001-986987661-984,Online,12-04-2025,C10405,Bracelets,xyz,Male,MODERN,32.17,33.13,3,0.92,A651430
South,MUMBAI,Plain,Bangles,1805775.12,348,BB10406,2178652.2,2099051.35,79600.85,3.65,12211,NS001-693188177-251,Online,24-03-2025,C10406,Rings,xyz,Female,MODERN,18.55,20.13,2,1.02,A927036
West,DELHI,Antique,Bracelets,1312462.05,181,BB10407,1595426.87,1558584.38,36842.49,2.31,10035,NS001-725805604-386,Store,31-03-2025,C10407,Chains,bold,Female,MODERN,18.52,20.41,2,1.8,A695542
East,MUMBAI,KDM,Bracelets,1071650.59,318,BB10408,1293933.72,1244380.19,49553.53,3.83,13725,NS001-941434890-306,Store,26-03-2025,C10408,Bangles,bold,Male,TRADITIONAL,25.62,27.16,3,0.1,A821655
Central,CHENNAI,KDM,Bracelets,1974208.08,148,BB10409,2479914.95,2379652.85,100262.1,4.04,16634,NS001-646421110-678,Store,06-04-2025,C10409,Bangles,abc,Female,MODERN,42.18,43.53,3,1.36,A569011
Central,MUMBAI,Antique,Chains,1205590.63,179,BB10410,1434435.05,1419163.59,15271.46,1.06,18073,NS001-283626930-348,Store,29-03-2025,C10410,Bracelets,classic,Male,MODERN,27.52,28.1,1,0.19,A641525
East,MUMBAI,CZ,Rings,1525689.04,287,BB10411,1858004.99,1776951.83,81053.16,4.36,11232,NS001-249991478-190,Online,11-03-2025,C10411,Chains,classic,Male,MODERN,21.63,23.57,1,2.17,A134166
South,HYDERABAD,Antique,Bracelets,1568252.33,312,BB10412,1868958.86,1789772.07,79186.79,4.24,12493,NS001-648294274-656,Store,16-03-2025,C10412,Bangles,xyz,Male,PCJ-PLAIN,41.22,42.18,1,1.42,A719466
West,BANGALORE,Antique,Chains,2398947.07,152,BB10413,2748785.22,2693833.69,54951.53,2,15910,NS001-344090909-112,Store,12-04-2025,C10413,Rings,bold,Female,MODERN,11.89,13.47,3,0.59,A567520
South,BANGALORE,Antique,Rings,2402933.13,491,BB10414,2847975.61,2725752.25,122223.36,4.29,16135,NS001-566867050-674,Store,12-03-2025,C10414,Chains,xyz,Female,IND-GOLD,34.79,35.55,2,1.7,A510953
Central,DELHI,Plain,Chains,2169518.79,288,BB10415,2772613.85,2652680.37,119933.48,4.33,11429,NS001-148262464-271,Store,24-03-2025,C10415,Bangles,classic,Female,IND-GOLD,18.43,18.97,3,1.81,A187857
North,HYDERABAD,CZ,Bangles,1706239.23,493,BB10416,1967306.68,1920848.58,46458.1,2.36,18002,NS001-824016030-431,Online,06-04-2025,C10416,Bangles,abc,Female,IND-GOLD,46.64,47.47,2,2.22,A773613
Central,CHENNAI,Plain,Chains,1999467.89,282,BB10417,2224321.74,2133629.25,90692.49,4.08,10772,NS001-987057535-640,Online,10-03-2025,C10417,Chains,abc,Male,TRADITIONAL,38.48,40.34,2,2.21,A944944
Central,DELHI,Antique,Bracelets,2048359.42,442,BB10418,2517844.47,2411087.83,106756.64,4.24,15513,NS001-703047007-626,Online,05-03-2025,C10418,Chains,classic,Male,TRADITIONAL,41.03,42.76,3,1.86,A391044
West,DELHI,Antique,Chains,1778989.96,159,BB10419,2295013.85,2236033.6,58980.25,2.57,16670,NS001-895268545-657,Online,15-04-2025,C10419,Rings,abc,Male,IND-GOLD,28.45,29.81,3,0.36,A423768
West,CHENNAI,Antique,Bangles,2462786.55,464,BB10420,3081217.08,2983696.67,97520.41,3.16,15422,NS001-283783057-525,Online,17-03-2025,C10420,Rings,classic,Female,IND-GOLD,42.67,44.15,1,2.46,A810936
East,MUMBAI,Plain,Bangles,1790439.74,411,BB10421,2213250.75,2127582.66,85668.09,3.87,17041,NS001-434476893-925,Store,24-04-2025,C10421,Chains,bold,Male,IND-GOLD,28.4,29.29,1,1.8,A573166
East,CHENNAI,Plain,Bracelets,1574883.48,325,BB10422,1855701.07,1767046.23,88654.84,4.78,10979,NS001-188773780-732,Store,27-04-2025,C10422,Bracelets,bold,Female,PCJ-PLAIN,25.47,27.23,2,0.83,A780972
Central,CHENNAI,CZ,Bracelets,1681809.72,390,BB10423,2170266.26,2112023.49,58242.77,2.68,10843,NS001-490739720-189,Store,23-03-2025,C10423,Chains,xyz,Female,IND-GOLD,47.88,48.49,2,0.53,A732439
North,MUMBAI,KDM,Bracelets,1934676.47,454,BB10424,2332567.02,2296848.71,35718.31,1.53,12182,NS001-154593631-829,Online,30-03-2025,C10424,Chains,bold,Male,IND-GOLD,42.27,43.14,1,1.06,A511099
East,HYDERABAD,KDM,Rings,1134567.98,340,BB10425,1463988.46,1403795.01,60193.45,4.11,15997,NS001-928742839-727,Online,04-03-2025,C10425,Bangles,classic,Male,IND-GOLD,42.4,43.43,1,1.32,A184223
North,DELHI,Antique,Rings,1800523.02,235,BB10426,2099821.28,1995941.38,103879.9,4.95,10034,NS001-787563079-772,Online,31-03-2025,C10426,Chains,bold,Male,PCJ-PLAIN,33.77,35.67,1,1.07,A569256
North,MUMBAI,Antique,Chains,1935907.94,276,BB10427,2472962.99,2438584.13,34378.86,1.39,18972,NS001-938528415-203,Online,20-04-2025,C10427,Rings,xyz,Female,TRADITIONAL,28.54,29.85,1,0.94,A375913
South,BANGALORE,Plain,Chains,2408692.6,381,BB10428,2671829.94,2596586.05,75243.89,2.82,18591,NS001-355965388-668,Online,06-04-2025,C10428,Rings,bold,Male,IND-GOLD,18.5,19.38,2,1.4,A745801
West,DELHI,KDM,Bracelets,1646473.87,407,BB10429,2045891.27,1958713.61,87177.66,4.26,16786,NS001-330235881-209,Online,30-04-2025,C10429,Bracelets,classic,Male,PCJ-PLAIN,16.27,17.65,2,1.43,A990898
South,HYDERABAD,KDM,Bracelets,1294128.38,158,BB10430,1553193.76,1522601.52,30592.24,1.97,11357,NS001-862991048-835,Online,06-03-2025,C10430,Chains,classic,Female,IND-GOLD,36.17,37.37,1,2.5,A266702
West,CHENNAI,Plain,Bangles,1635494.81,493,BB10431,2029595.73,1982256.27,47339.46,2.33,10696,NS001-934688795-690,Online,29-03-2025,C10431,Chains,abc,Male,MODERN,19.84,21.77,1,0.35,A276000
West,DELHI,KDM,Chains,2149674.6,400,BB10432,2789481.76,2738093.24,51388.52,1.84,12481,NS001-678409250-404,Store,23-03-2025,C10432,Rings,abc,Female,MODERN,21.73,23.21,1,1.94,A706191
North,BANGALORE,Antique,Bracelets,1765239.11,431,BB10433,2066766.83,2027274.16,39492.67,1.91,12691,NS001-298608090-306,Online,28-04-2025,C10433,Chains,bold,Female,PCJ-PLAIN,23.41,24.05,2,1.09,A951591
East,HYDERABAD,Plain,Chains,1196366.67,470,BB10434,1505141.48,1462794.02,42347.46,2.81,18572,NS001-995260587-202,Online,27-03-2025,C10434,Bangles,xyz,Male,MODERN,21.52,22.78,3,0.81,A575496
West,CHENNAI,CZ,Rings,1125100.67,340,BB10435,1334589.45,1280826.43,53763.02,4.03,10811,NS001-417190200-696,Store,26-03-2025,C10435,Bracelets,xyz,Female,PCJ-PLAIN,11.28,12.82,2,1.85,A362677
South,MUMBAI,CZ,Rings,1192548.11,299,BB10436,1367700.81,1304988.74,62712.07,4.59,11475,NS001-422914957-223,Store,12-03-2025,C10436,Rings,bold,Male,IND-GOLD,23.67,25.16,2,1.97,A872248
North,CHENNAI,Antique,Rings,1667236.14,301,BB10437,1851628.01,1832591.48,19036.53,1.03,13656,NS001-202241585-847,Store,23-03-2025,C10437,Bracelets,bold,Female,MODERN,42.48,43.72,2,1.67,A478213
East,MUMBAI,Antique,Chains,2163379.11,496,BB10438,2611474.82,2489296.29,122178.53,4.68,15052,NS001-108437130-778,Store,02-04-2025,C10438,Bracelets,abc,Female,PCJ-PLAIN,18.78,19.97,3,0.96,A152512
North,DELHI,Antique,Chains,1149971.11,311,BB10439,1459049.61,1436679.62,22369.99,1.53,17238,NS001-921146292-276,Store,30-03-2025,C10439,Bangles,abc,Female,TRADITIONAL,22.62,23.6,3,1.39,A814581
South,DELHI,KDM,Bangles,1200859.73,260,BB10440,1498020.44,1433453.91,64566.53,4.31,19455,NS001-847712931-762,Online,28-03-2025,C10440,Rings,bold,Male,TRADITIONAL,15.77,16.31,2,0.2,A477396
West,MUMBAI,KDM,Bracelets,1972148.6,306,BB10441,2176827.51,2136429.42,40398.09,1.86,11811,NS001-502164271-783,Store,28-04-2025,C10441,Bangles,bold,Male,MODERN,35.06,36.7,2,0.91,A185742
West,HYDERABAD,KDM,Rings,1842343.63,148,BB10442,2287116.83,2174698.33,112418.5,4.92,16795,NS001-205463560-892,Online,13-03-2025,C10442,Chains,classic,Male,PCJ-PLAIN,44.84,46.01,2,0.83,A792932
Central,MUMBAI,KDM,Bangles,1991743.85,205,BB10443,2337542.49,2261104.79,76437.7,3.27,12537,NS001-793741892-337,Online,15-03-2025,C10443,Bracelets,xyz,Female,IND-GOLD,48.05,48.81,3,1.98,A563276
North,DELHI,KDM,Bracelets,1952014.63,130,BB10444,2426824.56,2350151.59,76672.97,3.16,11287,NS001-901083923-412,Online,05-04-2025,C10444,Rings,bold,Male,PCJ-PLAIN,29.78,30.55,1,2,A725920
South,CHENNAI,Plain,Chains,1589919.93,420,BB10445,1791937.56,1736124.05,55813.51,3.11,12380,NS001-581974064-632,Store,23-04-2025,C10445,Rings,abc,Female,TRADITIONAL,35.82,36.87,1,1.33,A199979
North,CHENNAI,CZ,Chains,1731514.74,431,BB10446,2208590.41,2139486.6,69103.81,3.13,15553,NS001-738336739-833,Online,06-03-2025,C10446,Bracelets,classic,Female,IND-GOLD,44.94,45.88,3,0.8,A197827
West,BANGALORE,KDM,Bangles,1163362.69,377,BB10447,1376537.11,1335999.05,40538.06,2.94,10170,NS001-106517814-483,Store,29-04-2025,C10447,Rings,bold,Male,TRADITIONAL,37.69,39.66,2,0.02,A905159
North,CHENNAI,CZ,Bangles,2067164.36,168,BB10448,2488188.75,2378588.99,109599.76,4.4,10869,NS001-734420829-531,Store,12-04-2025,C10448,Rings,abc,Female,IND-GOLD,25.17,27.04,2,1.36,A823067
Central,DELHI,Antique,Rings,1391818.18,327,BB10449,1598812.19,1571987.23,26824.96,1.68,18859,NS001-425996829-727,Online,30-03-2025,C10449,Chains,abc,Male,TRADITIONAL,11.19,12.47,2,2.09,A583396
North,MUMBAI,Plain,Rings,2093946.57,134,BB10450,2598112.67,2527669.7,70442.97,2.71,16047,NS001-224157515-175,Online,30-04-2025,C10450,Chains,abc,Male,TRADITIONAL,33.06,34.66,2,0.19,A737464
East,MUMBAI,Plain,Rings,2000701.28,203,BB10451,2389550.18,2271723.71,117826.47,4.93,13973,NS001-569659652-835,Online,15-04-2025,C10451,Rings,classic,Male,MODERN,31.84,32.93,1,1.26,A996689
East,BANGALORE,KDM,Chains,1145072.83,170,BB10452,1478579.46,1417490.99,61088.47,4.13,13960,NS001-287127424-942,Store,02-04-2025,C10452,Rings,classic,Female,IND-GOLD,39.78,40.28,2,1.37,A123240
North,BANGALORE,Plain,Bracelets,2044352.43,396,BB10453,2400842.65,2341721.71,59120.94,2.46,10264,NS001-244586250-479,Store,16-03-2025,C10453,Chains,abc,Female,MODERN,37.77,39.17,3,0.26,A974538
West,BANGALORE,KDM,Chains,1863884.27,184,BB10454,2115962.24,2083745.22,32217.02,1.52,16877,NS001-143710175-867,Store,24-04-2025,C10454,Bracelets,xyz,Male,MODERN,35.65,36.47,2,0.89,A677380
North,BANGALORE,Antique,Bracelets,2342075.11,132,BB10455,2985213.4,2889312.18,95901.22,3.21,19062,NS001-309730907-751,Online,24-04-2025,C10455,Bangles,classic,Female,IND-GOLD,40.79,41.77,3,2.31,A425107
West,BANGALORE,CZ,Rings,2458239.21,199,BB10456,2707202.64,2659019.67,48182.97,1.78,13156,NS001-487307239-700,Online,12-03-2025,C10456,Bracelets,xyz,Male,TRADITIONAL,21.4,23.21,2,1.55,A259005
East,MUMBAI,Antique,Bracelets,1945933.97,495,BB10457,2491099.22,2458598.24,32500.98,1.3,13535,NS001-380704027-854,Store,26-04-2025,C10457,Bracelets,xyz,Female,MODERN,47.94,49.62,1,1.61,A360599
North,MUMBAI,KDM,Bracelets,2192511.46,279,BB10458,2839892.14,2713462.34,126429.8,4.45,15394,NS001-277613439-205,Online,09-04-2025,C10458,Bangles,xyz,Male,PCJ-PLAIN,11,12.01,2,1.09,A630092
West,HYDERABAD,Plain,Bracelets,1444472.85,108,BB10459,1611788.01,1556166.87,55621.14,3.45,19269,NS001-828741291-908,Store,06-03-2025,C10459,Chains,abc,Male,PCJ-PLAIN,26.32,27,2,1.26,A330852
South,CHENNAI,Plain,Bracelets,1991585.71,153,BB10460,2521518.11,2472658.92,48859.19,1.94,13632,NS001-829098758-734,Store,08-03-2025,C10460,Rings,classic,Male,TRADITIONAL,29.74,30.63,1,0.34,A914405
Central,BANGALORE,Antique,Bracelets,1846300.03,275,BB10461,2331096.19,2215025.47,116070.72,4.98,11370,NS001-304625491-782,Store,30-04-2025,C10461,Chains,abc,Male,PCJ-PLAIN,21.1,22.81,2,0.79,A228499
North,CHENNAI,Plain,Bracelets,2080992.92,102,BB10462,2484558.12,2428813.33,55744.79,2.24,12187,NS001-108876752-345,Online,22-04-2025,C10462,Bangles,bold,Male,IND-GOLD,11.1,11.69,2,1.49,A229764
South,CHENNAI,Antique,Rings,1198334.97,277,BB10463,1322412.05,1289712.53,32699.52,2.47,10902,NS001-275869636-806,Online,09-03-2025,C10463,Bangles,classic,Male,TRADITIONAL,32.07,33.34,1,1.65,A876011
West,MUMBAI,Plain,Rings,1583823.3,262,BB10464,1867993.48,1823540.1,44453.38,2.38,15378,NS001-855017850-359,Store,28-03-2025,C10464,Bangles,classic,Male,TRADITIONAL,14.13,15.48,2,0.31,A727834
Central,DELHI,Antique,Bangles,2390982.47,232,BB10465,3077031.64,3008140.91,68890.73,2.24,18021,NS001-830958022-483,Online,06-03-2025,C10465,Chains,xyz,Female,MODERN,16.78,17.33,3,2.43,A551105
West,BANGALORE,KDM,Bangles,1076080.01,482,BB10466,1187546.97,1135857.67,51689.3,4.35,10790,NS001-170701695-108,Online,27-04-2025,C10466,Rings,classic,Male,IND-GOLD,20.78,22.04,2,2.36,A643802
Central,DELHI,CZ,Bracelets,1520851.31,221,BB10467,1723810.68,1639584.05,84226.63,4.89,16774,NS001-929190883-192,Store,23-04-2025,C10467,Chains,classic,Female,IND-GOLD,10.68,12.12,1,0.93,A475920
South,BANGALORE,Plain,Bracelets,1642364.83,477,BB10468,1994705.09,1963650.32,31054.77,1.56,12557,NS001-440890530-839,Online,30-04-2025,C10468,Bracelets,xyz,Female,PCJ-PLAIN,30.2,31.56,1,0.1,A791298
South,HYDERABAD,Plain,Bangles,1056356.07,374,BB10469,1297347.03,1263635.89,33711.14,2.6,17770,NS001-879023361-930,Online,23-03-2025,C10469,Chains,classic,Male,TRADITIONAL,20.62,21.67,3,0.6,A925631
North,BANGALORE,Antique,Rings,1631653.92,215,BB10470,2120149.55,2044333.86,75815.69,3.58,17543,NS001-934909040-823,Online,16-04-2025,C10470,Bangles,classic,Female,PCJ-PLAIN,34.5,36.3,2,0.3,A814305
North,DELHI,Antique,Bracelets,1127166.1,179,BB10471,1419221.79,1395897.46,23324.33,1.64,19242,NS001-704044520-673,Store,15-03-2025,C10471,Chains,abc,Female,PCJ-PLAIN,22.93,24.1,1,2.09,A127727
North,CHENNAI,CZ,Bangles,2045759.01,125,BB10472,2334480.87,2253995.52,80485.35,3.45,14695,NS001-784829780-589,Store,18-03-2025,C10472,Bangles,bold,Female,IND-GOLD,32.27,33.34,2,1.58,A183771
North,CHENNAI,KDM,Bracelets,1157163.59,153,BB10473,1375067.68,1338617.2,36450.48,2.65,18324,NS001-133190156-721,Store,26-04-2025,C10473,Chains,abc,Female,IND-GOLD,11.34,12.49,2,0.24,A661635
East,DELHI,Antique,Chains,1899792.04,376,BB10474,2401157.89,2294857.49,106300.4,4.43,10080,NS001-773332643-459,Online,01-03-2025,C10474,Chains,xyz,Female,MODERN,43.66,44.94,2,2.18,A856714
East,MUMBAI,CZ,Rings,1221408.22,303,BB10475,1483825.14,1418173.51,65651.63,4.42,10964,NS001-462938592-980,Store,07-04-2025,C10475,Bangles,bold,Female,PCJ-PLAIN,27.62,29.43,3,0.79,A360400
West,DELHI,CZ,Chains,1457363.65,169,BB10476,1623689.4,1572952.99,50736.41,3.12,14953,NS001-480848449-978,Online,01-04-2025,C10476,Bangles,bold,Male,PCJ-PLAIN,17.92,19.62,1,1.86,A918770
South,HYDERABAD,KDM,Rings,2469783.6,202,BB10477,2786609.05,2672249.23,114359.82,4.1,11246,NS001-211413990-459,Store,09-04-2025,C10477,Chains,bold,Female,IND-GOLD,31.83,33.42,1,0.85,A643108
East,DELHI,CZ,Bracelets,1848297.43,119,BB10478,2346493.55,2308157.98,38335.57,1.63,17962,NS001-468804219-219,Online,21-04-2025,C10478,Rings,xyz,Female,TRADITIONAL,39.52,40.8,2,2.3,A870228
Central,HYDERABAD,CZ,Bracelets,1300970.61,168,BB10479,1442504.5,1405251.25,37253.25,2.58,15888,NS001-871618227-401,Online,01-03-2025,C10479,Bangles,classic,Female,PCJ-PLAIN,26.7,27.84,1,0.7,A299284
Central,HYDERABAD,Plain,Rings,1934385.09,410,BB10480,2437326,2315780.35,121545.65,4.99,11826,NS001-738085521-654,Store,23-03-2025,C10480,Chains,bold,Male,MODERN,43.6,45.32,2,2.17,A556027
Central,HYDERABAD,KDM,Rings,2292956.04,258,BB10481,2603864.58,2522196.19,81668.39,3.14,12647,NS001-627602903-264,Store,23-03-2025,C10481,Chains,xyz,Female,IND-GOLD,48.27,50.06,2,0.28,A150016
East,BANGALORE,Plain,Bracelets,1289055.84,279,BB10482,1561640.27,1532241.24,29399.03,1.88,16765,NS001-691974296-436,Online,12-04-2025,C10482,Bangles,classic,Male,TRADITIONAL,35.69,36.89,1,0.82,A215276
